path,file_name,backup_group,size_bytes,size_gb,timestamp,modification_timestamp,apparent_creation_timestamp,backup_family,database_type,associated_operation,subsystem,object_type,classification,reason,newer_replacement,recommended_action,confidence
backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R2/backup_manifest.json,backup_manifest.json,fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R2,7229,0.000007,2026-09-12T16:26:25.965928Z,2026-09-12T16:26:25.965928Z,,Phase 13E SNDK production onboarding,metadata/configuration,SNDK onboarding,historical Fundamentals phase,evidence manifest,EVIDENCE_OR_METADATA,R2/R3 are byte-identical by manifest SHA-256 to retained R4 for every database role.,backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R4,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R2/fundamentals_analysis.db,fundamentals_analysis.db,fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R2,1534058496,1.534058,2026-09-12T16:26:21.860549Z,2026-09-12T16:26:21.860549Z,,Phase 13E SNDK production onboarding,fundamentals_analysis,SNDK onboarding,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,R2/R3 are byte-identical by manifest SHA-256 to retained R4 for every database role.,backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R4,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R2/fundamentals_provider.db,fundamentals_provider.db,fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R2,922521600,0.922522,2026-09-12T16:26:17.388557Z,2026-09-12T16:26:17.388557Z,,Phase 13E SNDK production onboarding,fundamentals_provider,SNDK onboarding,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,R2/R3 are byte-identical by manifest SHA-256 to retained R4 for every database role.,backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R4,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R2/fundamentals_v4.db,fundamentals_v4.db,fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R2,637911040,0.637911,2026-09-12T16:26:19.440553Z,2026-09-12T16:26:19.440553Z,,Phase 13E SNDK production onboarding,fundamentals_v4 canonical,SNDK onboarding,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,R2/R3 are byte-identical by manifest SHA-256 to retained R4 for every database role.,backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R4,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R3/backup_manifest.json,backup_manifest.json,fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R3,7229,0.000007,2026-09-12T16:35:14.048154Z,2026-09-12T16:35:14.048154Z,,Phase 13E SNDK production onboarding,metadata/configuration,SNDK onboarding,historical Fundamentals phase,evidence manifest,EVIDENCE_OR_METADATA,R2/R3 are byte-identical by manifest SHA-256 to retained R4 for every database role.,backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R4,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R3/fundamentals_analysis.db,fundamentals_analysis.db,fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R3,1534058496,1.534058,2026-09-12T16:35:10.201273Z,2026-09-12T16:35:10.201273Z,,Phase 13E SNDK production onboarding,fundamentals_analysis,SNDK onboarding,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,R2/R3 are byte-identical by manifest SHA-256 to retained R4 for every database role.,backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R4,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R3/fundamentals_provider.db,fundamentals_provider.db,fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R3,922521600,0.922522,2026-09-12T16:35:05.337765Z,2026-09-12T16:35:05.337765Z,,Phase 13E SNDK production onboarding,fundamentals_provider,SNDK onboarding,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,R2/R3 are byte-identical by manifest SHA-256 to retained R4 for every database role.,backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R4,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R3/fundamentals_v4.db,fundamentals_v4.db,fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R3,637911040,0.637911,2026-09-12T16:35:07.641618Z,2026-09-12T16:35:07.641618Z,,Phase 13E SNDK production onboarding,fundamentals_v4 canonical,SNDK onboarding,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,R2/R3 are byte-identical by manifest SHA-256 to retained R4 for every database role.,backups/fundamentals_v4_phase13e_sndk_onboarding/20260912T_PHASE13E_SNDK_PRODUCTION_ONBOARDING_APPLY_R4,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_12_structural_production/20260914T_PHASE13F4_12_PRODUCTION_ACTIVATION/backup_manifest.json,backup_manifest.json,fundamentals_v4_phase13f4_12_structural_production/20260914T_PHASE13F4_12_PRODUCTION_ACTIVATION,14877,0.000015,2026-09-14T16:33:11.954323Z,2026-09-14T16:33:11.954323Z,,Phase 13F structural production activation,metadata/configuration,structural production activation,historical Fundamentals phase,evidence manifest,EVIDENCE_OR_METADATA,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_12_structural_production/20260914T_PHASE13F4_12_PRODUCTION_ACTIVATION/fundamentals_analysis.db,fundamentals_analysis.db,fundamentals_v4_phase13f4_12_structural_production/20260914T_PHASE13F4_12_PRODUCTION_ACTIVATION,1557794816,1.557795,2026-09-14T16:32:29.543214Z,2026-09-14T16:32:29.543214Z,,Phase 13F structural production activation,fundamentals_analysis,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_12_structural_production/20260914T_PHASE13F4_12_PRODUCTION_ACTIVATION/fundamentals_provider.db,fundamentals_provider.db,fundamentals_v4_phase13f4_12_structural_production/20260914T_PHASE13F4_12_PRODUCTION_ACTIVATION,922853376,0.922853,2026-09-14T16:32:08.147269Z,2026-09-14T16:32:08.147269Z,,Phase 13F structural production activation,fundamentals_provider,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_12_structural_production/20260914T_PHASE13F4_12_PRODUCTION_ACTIVATION/fundamentals_v4.db,fundamentals_v4.db,fundamentals_v4_phase13f4_12_structural_production/20260914T_PHASE13F4_12_PRODUCTION_ACTIVATION,639561728,0.639562,2026-09-14T16:32:16.199250Z,2026-09-14T16:32:16.199250Z,,Phase 13F structural production activation,fundamentals_v4 canonical,structural production activation,historical Fundamentals phase,full SQLite database copy,REDUNDANT_ROLLBACK,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
backups/fundamentals_v4_phase13f4_2_structural_production/20260913T_PHASE13F4_2_PRODUCTION_APPLY/backup_manifest.json,backup_manifest.json,fundamentals_v4_phase13f4_2_structural_production/20260913T_PHASE13F4_2_PRODUCTION_APPLY,7190,0.000007,2026-09-13T14:53:51.785146Z,2026-09-13T14:53:51.785146Z,,Phase 13F structural production activation,metadata/configuration,structural production activation,historical Fundamentals phase,evidence manifest,EVIDENCE_OR_METADATA,All Phase 13F role files have the same manifest SHA-256 as retained durable Phase 13F4.13.,backups/fundamentals_v4_phase13f4_13_structural_production/20260914T_PHASE13F4_13_DURABLE_PRODUCTION_ACTIVATION,DELETE_CANDIDATE,HIGH
